, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label,new_label
10095,0.000257808758718,0.0,0.000287108814241,0.000242221716907,5.13455270580262e-05,0.002097602739726,0.023728813559322,0.013141749864224,0.0,0.028971801925722,0.232093663911846,0.058098439789673,0.0,0.005769681735178,0.400012929919834,0.000264418801159,0.0,0.000257808331185,0.00026452133813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.000193873594416,0.000287088207852,1.07749331966667e-05,2.42435996985609e-05,0.036869826937547,0.014426369863014,0.068742098620218,0.037958528363384,0.00144,0,0,0,0,0,0,0,0,0.025641025641026,0.099294142456657,0.013141749864224,0.058098439789673,0.000193873594416,0,0,0,0,0,0,0.0,0.000242221716907,0.000287108814241,5.13455270580262e-05,0.0,0.0,0.0,0.144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22223,0.505847976315828,0.004578405188859,0.003732414585128,0.007063976193066,0.000611423145649,0.044434931506849,0.0,0.029481256753586,0.049336883885351,0.138841127922971,0.0,0.053218223894492,0.070304737080195,0.005763731821129,0.400000085664879,0.020752711275618,0.05120976067217,0.083333340972222,1.36752121557457e-07,0.505833333333333,0.042153927775,0.064087629440542,0.084166666666667,1.53333333333333e-06,0.505,0.042095422225,0.067365754845758,0.084166666666667,2.5e-08,0,0,0,0,0.002636680884064,0.002978540156463,7.1387399e-08,1.60621647790155e-07,0.0,0.069135273972603,0.095554150900056,0.102709749675202,0.010543070244792,0,0,0,1,0,0,0,0,0.025641025641026,0.095554150880507,0.029481256753586,0.053218223894492,0.002636680884064,0,0,0,0,0,0,0.004578405188859,0.007063976193066,0.003732414585128,0.000611423145649,0.125015258789063,0.001815795898438,0.010318142734308,0.144927536231884,0.002346007984032,0.003816832328231,0.005715988023952,0.001669840319361,0.083328181941667,0.000266937732087,0.083333333333333,0.083054341666667,0,0
20297,3.33333883334241e-08,0.000381533765738,0.0,1.97732013801695e-05,0.0,8.56164383561644e-05,0.000968523002421,0.000536397953642,0.0,0.0,0.0,0.0,0.0,0.006404098622959,0.53333333334,3.41880338958288e-08,0.0,3.33333330555556e-08,1.36752121557457e-07,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.000465296626599,0.0,0.222222222233333,0.0,0.00150489089541,8.56164383561644e-05,0.00094816687752,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.001369574378713,0.000536397953642,0.0,0.000465296626599,0,0,0,0,0,0,0.000381533765738,1.97732013801695e-05,0.0,0.0,0.015640258789063,0.0,0.000859845227859,0.173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8303,1.6666694166712e-07,0.003815337657383,0.0,0.012669678784344,0.0,0.009974315068493,0.112832929782082,0.062490361599271,0.0,0.0,0.0,0.0,0.0,0.070554628646544,0.515789473684211,2.47863245744759e-08,1.79703293254717e-08,5.83333328472222e-08,1.19658106362775e-07,1.58333333333333e-07,1.58333333333333e-08,1.86603204650843e-08,5e-08,8.33333333333333e-09,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.003412175261729,0.0,0.192982456140351,0.0,0.175319789315275,0.009974315068493,0.11046144123111,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.116040301905452,0.062490361599271,0.0,0.003412175261729,0,0,0,0,0,0,0.003815337657383,0.012669678784344,0.0,0.0,0.0,0.0,0.00859845227859,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13818,0.002051011717503,0.000381533765738,0.000861326442722,0.0,2.74249105947915e-06,0.0,0.0,0.0,0.0,0.000515818431912,0.004132231404959,0.00103439358676,0.0,0.005763723888115,0.400004063058671,0.000525905978411,0.001443571247051,0.002042933316309,1.11111098765433e-07,0.002051,0.002051,0.0,0.002051,0.002051,3.33333333333333e-08,1.66666666666667e-08,3.63551044305913e-08,3.33333333333333e-08,0.0,0,0,0,0,0.000620395502133,0.000538290389722,2.70870578036667e-06,9.14188201106047e-06,0.0,0.000256849315068,0.00142225031628,0.000750221289215,5.625e-07,0,0,0,0,1,0,0,0,0.025641025641026,0.001643489254455,0.0,0.00103439358676,0.000620395502133,0,0,0,0,0,0,0.000381533765738,0.0,0.000861326442722,2.74249105947915e-06,0.003768920898438,1.52587890625e-05,0.0,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4458,3.91667312917733e-07,0.0,0.000287108814241,2.96598020702542e-05,9.14163686493049e-07,0.000256849315068,0.002905569007264,0.001609193860925,0.0,0.000515818431912,0.004132231404959,0.00103439358676,0.0,0.005888986342555,0.408695652174,4.01709398275988e-07,0.0,3.91666663402778e-07,5.04273448243121e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.000193873594416,0.000179430129907,0.00724637681,0.016304347826576,0.00451467268623,0.000256849315068,0.002844500632561,0.0,0.0,0,0,0,0,1,1,0,0,0.025641025641026,0.004108723136138,0.001609193860925,0.00103439358676,0.000193873594416,0,0,0,0,0,0,0.0,2.96598020702542e-05,0.000287108814241,9.14163686493049e-07,0.001022338867188,0.00482177734375,0.0,0.144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21733,0.044824207293275,0.000763067531477,0.000287108814241,5.93196041405084e-05,0.0,0.000256849315068,0.0,0.001072795907284,0.000597722578306,0.0,0.0,0.0,0.0,0.005763689832345,0.400000148729432,0.015324495595517,0.036378573962264,0.044625657961453,6.92307615384624e-07,0.044824125,0.0224120625,0.046161738478951,0.04462565,0.000198475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.000697944939899,0.000287088207852,1.85911790333333e-07,1.39433842534858e-07,0.0,0.000256849315068,0.001137800253024,0.000750221289215,5.625e-07,0,0,0,1,0,0,0,0,0.0,0.001369574378713,0.001072795907284,0.0,0.000697944939899,0,0,0,0,0,0,0.000763067531477,5.93196041405084e-05,0.000287108814241,0.0,0.125015258789063,1.0,0.001719690455718,0.144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11131,2.20833697708935e-06,0.000381533765738,0.0,5.93196041405084e-05,0.0,0.000256849315068,0.002905569007264,0.001609193860925,0.0,0.0,0.0,0.0,0.0,0.005785520915202,0.4015151515152,2.26495724559866e-06,0.0,2.20833331493056e-06,2.36752110446347e-06,2.2e-06,2.2e-06,0.0,2.2e-06,2.2e-06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.000387747188833,0.0,0.002525252525333,0.0,0.00451467268623,0.000256849315068,0.002844500632561,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.004108723136138,0.001609193860925,0.0,0.000387747188833,0,0,0,0,0,0,0.000381533765738,5.93196041405084e-05,0.0,0.0,0.455490112304688,0.0,0.000859845227859,0.144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7462,0.830232478216922,0.001907668828691,0.002009761699684,0.002125619148368,0.001766621324148,0.01763698630137,0.0,0.019220926673059,0.028773098153147,0.497936726272352,0.0,0.285566515128006,0.258794400983949,0.005763746733586,0.400000026097151,0.070959931017437,0.338443396226415,0.830000001416667,1.11111098765433e-07,0.83,0.165833333333333,0.544913064632143,0.83,1.66666666666667e-08,0.83,0.138333333333333,0.521850899742931,0.83,3.75e-07,0,0,0,0,0.001589763474215,0.002081389506926,2.00747316666667e-08,5.2696170763174e-08,0.0,0.247945205479452,0.40740698942911,0.380006870225438,0.144320044947917,1,0,0,0,0,0,0,0,0.025641025641026,0.422496137204487,0.019220926673059,0.285566515128006,0.001589763474215,0,0,0,0,0,0,0.001907668828691,0.002125619148368,0.002009761699684,0.001766621324148,1.52587890625e-05,0.00360107421875,0.002579535683577,0.144927536231884,0.000199680638723,0.0,0.000199680638723,0.000199680638723,0.83,0.0,0.83,0.83,1,1
4602,0.001016435010451,0.003815337657383,0.001722652885444,0.003237861726003,0.000371150456716,0.017337328767123,0.0,0.015970029983439,0.021339667621505,0.121475240715268,0.0,0.069993966037411,0.073417901069316,0.005775860753849,0.400027875478597,6.51639951695385e-05,0.000169724710028,0.00030722499744,1.28205113960116e-07,0.001016425,0.0001016425,0.000214047537154,0.000313933333333,4e-07,0.000654641666667,0.000130928333333,0.000260824534033,0.000321391666667,3.33333333333333e-08,0,0,0,0,0.003528499418379,0.001794301299074,3.00617906442333e-05,3.68940157998735e-05,0.0,0.06048801369863,0.081410661622631,0.086840149984459,0.007536763514434,0,0,0,1,0,0,0,0,0.0,0.083006949109827,0.015970029983439,0.069993966037411,0.003528499418379,0,0,0,0,0,0,0.003815337657383,0.003237861726003,0.001722652885444,0.000371150456716,1.0,0.005340576171875,0.004299226139295,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
