,Dur,SrcDur,DstDur,dTtl,sHops,dHops,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,Load,SrcLoad,DstLoad,Rate,SrcRate,DstRate,sMaxPktSz,sMinPktSz,dMaxPktSz,dMinPktSz,Label,Dir+AF8-   +AC0APg-,Dir+AF8-  +ADwALQA+-,Dir+AF8-  +ADw-?+AD4-,Cluster no.,Prob
0,1.0864647659459638e-07,0.0,0.0,0.09950248756218907,0.5,0.0,0.0012594458438287153,0.0,0.002061855670103093,0.0004949444955101465,0.000131397411470994,0.0005112779124805134,0.0005161425206702012,0.0003668967414983146,0.00046895640686922063,0.0,0.0,0.0,0.05246914051839523,0.0,0.0,0.008264462809917356,0.009628610729023386,0.18294360385144431,0.2644135188866799,0.0,0.0,1.0,0.0,0,0.564851587411526
1,8.592460852654128e-05,8.296577159672404e-05,0.00010156835910994726,0.04975124378109455,0.5,0.27777777777777773,0.017632241813602012,0.01941747572815534,0.016494845360824743,0.002968162582497018,0.008902174627159845,0.0018333861340175464,0.0016954301786571801,0.004643536884588044,0.0010452443857331573,0.006205109846695952,0.016672662776848746,0.003557817352998668,0.0009288167246497655,0.021846238970192125,0.020637427644982304,0.20730027548209368,0.00412654745529574,0.33631361760660244,0.005964214711729622,0.0,1.0,0.0,0.0,3,1.0
2,4.6703565804523456e-05,3.13934691882823e-05,3.82775007600881e-05,0.05472636815920398,0.5,0.25,0.011335012594458438,0.012944983818770229,0.010309278350515464,0.0020760589781276657,0.006996912160830431,0.0011762528661361505,0.0014030583077712117,0.004643536884588044,0.0007496697490092471,0.007475504634185686,0.032958408052412944,0.0055369952202560455,0.0010985303656155395,0.03848974923549248,0.03129193255061142,0.2734159779614325,0.0,0.3081155433287483,0.0,1.0,1.0,0.0,0.0,-1,0.0
3,1.378200675320343e-07,0.0,0.0,0.09950248756218907,0.5,0.0,0.0012594458438287153,0.0,0.002061855670103093,0.0004708742464883764,9.854805860324547e-05,0.0004908895294674868,0.0004900087221552543,0.0003325001719828476,0.0004474900924702774,0.0,0.0,0.0,0.04136253294997576,0.0,0.0,0.006198347107438017,0.007565337001375516,0.17400275103163687,0.2514910536779324,1.0,0.0,1.0,0.0,0,0.5667989953713193
4,8.25317534333804e-05,7.959665257116621e-05,9.737080388505535e-05,0.05970149253731341,0.5,0.2222222222222222,0.01889168765743073,0.022653721682847898,0.016494845360824743,0.0039204418094207945,0.012044762718174451,0.002376030789595024,0.002621546663530611,0.007177417505560779,0.0016165785997357992,0.008537083693345271,0.023565076239715106,0.0048104006658291985,0.0010360715814199883,0.026566090378237688,0.02152708673431411,0.359504132231405,0.00412654745529574,0.5742778541953233,0.005964214711729622,0.0,1.0,0.0,0.0,2,0.9991230134029302
5,0.0009099846604923521,0.0009100041794412779,0.0011043953725361517,0.04975124378109455,0.5,0.27777777777777773,0.030226700251889168,0.042071197411003236,0.02268041237113402,0.009181295611241409,0.048617042244267786,0.002622259722906191,0.007735604360424282,0.04239950468939898,0.001714002642007926,0.0018839756661112959,0.008473824010474751,0.0004861670140219808,0.00015034768228502172,0.00431543309149934,0.0027113865251332156,1.0,0.0,0.4834938101788171,0.0,1.0,1.0,0.0,0.0,-1,0.0
6,0.0030264622879344425,0.0030265272048120434,0.0,0.039800995024875635,0.5,0.3333333333333333,0.0025188916876574307,0.0064724919093851144,0.0,0.00017300491484397213,0.001357773251866938,0.0,0.0,0.0,0.0,1.2320965939147176e-05,7.556484169495229e-05,0.0,3.767166132423424e-06,0.00019962286576322478,0.0,0.0,0.0013755158184319133,0.0013755158184319133,0.0,1.0,1.0,0.0,0.0,6,7.87766984663521e-06
7,2.7979821009423216e-06,2.7980421169756617e-06,0.0,0.05970149253731341,0.5,0.2222222222222222,0.0025188916876574307,0.003236245954692557,0.002061855670103093,0.00019105760161029965,0.000766484900247465,0.00010351025221998123,0.0,0.0,0.0,0.007093446764510997,0.04350431487914222,0.0,0.004074784407236822,0.10796180897610734,0.0,0.0027548209366391185,0.00412654745529574,0.00412654745529574,0.005964214711729622,0.0,0.0,0.0,1.0,-1,0.0
8,0.00010698592921158266,0.0,0.0,0.09950248756218907,0.5,0.0,0.0012594458438287153,0.0,0.002061855670103093,0.00033247031461319863,7.664849002474649e-05,0.0003497391855311487,0.00033973938069430966,0.0003095691256392029,0.0002988771466314399,0.0,0.0,0.0,5.328352687302254e-05,0.0,0.0,0.0048209366391184574,0.00618982118294361,0.11210453920220083,0.16202783300198806,1.0,0.0,1.0,0.0,0,0.8106333852461142
9,6.191843179997598e-06,6.191975993522961e-06,3.915994367917656e-06,0.04975124378109455,0.5,0.27777777777777773,0.007556675062972293,0.00970873786407767,0.006185567010309279,0.0006122869594912754,0.002299454700742395,0.0003230774538987293,0.0,0.0,0.0,0.01660980334206614,0.06076361123350999,0.012448112197469802,0.0055239646731784055,0.1463579805454087,0.15293394903567895,0.008264462809917356,0.00412654745529574,0.009628610729023386,0.005964214711729622,0.0,1.0,0.0,0.0,5,1.0
