, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label,Cluster no.,Prob,new_label
20907,4.16667354167801e-08,0.000381533765738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005763688760807,0.5,4.2735042369786e-08,0.0,4.16666663194444e-08,1.45299129154798e-07,3.33333333333333e-08,3.33333333333333e-08,0.0,3.33333333333333e-08,3.33333333333333e-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.000775494377666,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000775494377666,0.0,0.0,0.0,0.0,0.0,0.0,0.000381533765738,0.0,0.0,0.0,0.003921508789063,0.0,0.0,0.289855072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0
4926,0.068520004724675,0.018313620755437,0.016652311225955,0.021261134784027,0.01341687570543,0.022131849315069,0.0,0.023541302025573,0.031569878926199,0.248968363136176,0.0,0.261749135764158,0.099891707813715,0.005769083991763,0.40000260265086,0.00066299725288,0.005744661226415,0.041354982988709,1.19658106362775e-07,0.027164883333333,0.000565935069417,0.001534607898989,0.005850758333333,1.66666666666667e-08,0.066945341666667,0.001174479678333,0.00860819446144,0.041672791666667,1.66666666666667e-08,0.0,0.0,0.0,0.0,0.015393563396665,0.016722888107371,1.98644691866667e-06,5.29043516232261e-06,0.0,0.123972602739726,0.405433523009708,0.21498020818565,0.046189229416667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025641025641026,0.394066228018837,0.023541302025573,0.261749135764158,0.015393563396665,0.0,0.0,0.0,0.0,0.0,0.0,0.018313620755437,0.021261134784027,0.016652311225955,0.01341687570543,0.445571899414063,0.003311157226563,0.00859845227859,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0
23034,0.000642759393886,0.001144601297215,0.000287108814241,0.000909567263488,0.0,0.007876712328767,0.0,0.012337152933762,0.015874383408968,0.0,0.0,0.0,0.0,0.005764834573863,0.400012965123816,0.000164816237908,0.000262075462972,0.000329774997252,2.39316212725549e-07,0.00064275,0.00021425,0.00027277045661,0.000329766666667,1.25e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001318340442032,0.000358860259815,1.72868317566667e-05,9.72384286743096e-06,0.0,0.007876712328767,0.014538558790224,0.017148245965501,0.000293888888906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016800112378874,0.012337152933762,0.0,0.001318340442032,0.0,0.0,0.0,0.0,0.0,0.0,0.001144601297215,0.000909567263488,0.000287108814241,0.0,0.445571899414063,0.647109985351563,0.000859845227859,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0
3575,0.921397036971778,0.004196871423121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005763688760807,0.400000021706205,0.08591101092073,0.256979109896379,0.49353402922055,1.19658106362775e-07,0.921395508333333,0.083763228030303,0.266846113760504,0.493534025,8.33333333333333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61770087e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004196871423121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029169510978044,0.094116020916947,0.057955349301397,0.000383672654691,0.448519470833333,0.118991014965754,0.493534025,0.403504916666667,0.0,-1,0.0,0.0
18217,0.006493135713674,0.009156810377718,0.008613264427218,0.004404480607433,0.00744875807816,0.022131849315069,0.0,0.009558611533897,0.020611553580887,0.330553645116919,0.0,0.280947044737523,0.113970269553158,0.005794374720821,0.400014117514188,0.000123334598519,0.000457462464387,0.001224016656467,1.19658106362775e-07,0.006141225,0.000255884375,0.000660685512676,0.001226408333333,4e-07,0.005272733333333,0.000181818390833,0.000618798922622,0.001226425,8.33333333333333e-09,0.0,0.0,0.0,0.0,0.007832493214424,0.008684418287519,1.06950865066667e-05,2.88767335722192e-05,0.0,0.164597602739726,0.421426313941439,0.240591998911467,0.057850367135417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025641025641026,0.413196439836325,0.009558611533897,0.280947044737523,0.007832493214424,0.0,0.0,0.0,0.0,0.0,0.0,0.009156810377718,0.004404480607433,0.008613264427218,0.00744875807816,0.445571899414063,0.00372314453125,0.002579535683577,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0
20881,0.606442125629507,0.001526135062953,0.002583979328165,0.057376887104907,9.4463580937615e-06,0.375,0.0,0.622597104792045,0.656080557036393,0.00171939477304,0.0,0.001187637081114,0.000647005601808,0.005763765777174,0.400000038475843,0.047845461129526,0.205188679245283,0.524166670631944,1.11111098765433e-07,0.606666666666667,0.151666666666667,0.442053070409446,0.6025,1.60833333333333e-06,0.6025,0.075361444791667,0.282776349614396,0.524166666666667,0.0,0.0,0.0,0.0,0.0,0.001085692128732,0.001722529247111,2.29022876666666e-08,9.27542647731886e-08,0.0,0.375,0.368994943152496,0.530797125092082,0.281579402291667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.025641025641026,0.380709068355255,0.622597104792045,0.001187637081114,0.001085692128732,0.0,0.0,0.0,0.0,0.0,0.0,0.001526135062953,0.057376887104907,0.002583979328165,9.4463580937615e-06,0.003509521484375,0.003921508789063,0.002579535683577,0.144927536231884,0.000584171656687,0.0,0.000584171656687,0.000584171656687,0.301666666666667,0.588785046728972,0.524166666666667,0.078762233333333,0.0,0,1.0,0.0
6537,0.821856306062905,0.00228920259443,0.001435544071203,0.057317567500766,4.7384151083223e-05,0.247945205479452,0.0,0.444252447919111,0.365927357347964,0.025704951856946,0.0,0.010723213516076,0.016157986582855,0.005763746744882,0.400000024335195,0.076629839285215,0.350235849056604,0.821666668152778,1.45299129154798e-07,0.821666666666667,0.136666666666667,0.493483067520795,0.821666666666667,3.83333333333333e-07,0.821666666666667,0.205833333333333,0.633676092544987,0.821666666666667,3.33333333333333e-08,0.0,0.0,0.0,0.0,0.002248933695231,0.001291896935333,2.3659217e-08,3.80237415095059e-08,0.0,0.247945205479452,0.43418749396874,0.391963588325211,0.15354483375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.452948682041638,0.444252447919111,0.010723213516076,0.002248933695231,0.0,0.0,0.0,0.0,0.0,0.0,0.00228920259443,0.057317567500766,0.001435544071203,4.7384151083223e-05,0.00360107421875,0.003509521484375,0.003439380911436,0.231884057971014,0.000237005988024,0.0,0.000237005988024,0.000237005988024,0.821666666666667,0.0,0.821666666666667,0.821666666666667,0.0,0,1.0,0.0
29195,0.796206122073435,0.001526135062953,0.002583979328165,0.057406546906977,9.4463580937615e-06,0.496361301369863,0.0,0.62291894356423,0.894388614075033,0.00171939477304,0.0,0.001187637081114,0.000647005601808,0.00576374745162,0.400000029305693,0.062816954753701,0.303066037735849,0.774166668548611,1.19658106362775e-07,0.795833333333333,0.199166666666667,0.570628063187817,0.781666666666667,4.16666666666667e-08,0.781666666666667,0.0975,0.42159383033419,0.774166666666667,8.33333333333333e-09,0.0,0.0,0.0,0.0,0.001085692128732,0.001722529247111,1.74438646666667e-08,7.06476525176619e-08,0.0,0.496361301369863,0.369184576528,0.683082170726199,0.466326030260417,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.025641025641026,0.380904721870538,0.62291894356423,0.001187637081114,0.001085692128732,0.0,0.0,0.0,0.0,0.0,0.0,0.001526135062953,0.057406546906977,0.002583979328165,9.4463580937615e-06,0.003509521484375,0.003921508789063,0.002579535683577,0.144927536231884,0.01856001996008,0.0,0.01856001996008,0.01856001996008,0.774166666666667,0.0,0.774166666666667,0.774166666666667,0.0,0,1.0,0.0
26987,6.33334378335058e-07,0.0,0.000287108814241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005763688760807,0.405333333334,6.49572644020747e-07,0.0,6.33333328055556e-07,7.52136668566011e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310197751066,0.000287088207852,0.004444444443333,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.025641025641026,0.0,0.0,0.0,0.000310197751066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000287108814241,0.0,0.006179809570313,0.005340576171875,0.0,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0
3644,4.41667395417869e-07,0.000763067531477,0.000287108814241,1.97732013801695e-05,6.09442457662033e-07,0.000171232876712,0.0,0.000357598635752,0.000398481718894,0.000343878954608,0.002754820936639,0.000689595724507,0.0,0.005837582206458,0.415384615384615,1.56695155355597e-07,2.82609111132075e-07,3.83333330138889e-07,1.36752121557457e-07,4.33333333333333e-07,2.16666666666667e-07,3.98299758770848e-07,4.08333333333333e-07,2.5e-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000930593253199,0.000287088207852,0.019230769230769,0.014423076926683,0.0,0.000171232876712,0.001137800253024,0.000500147526144,2.5e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001369574378713,0.000357598635752,0.000689595724507,0.000930593253199,0.0,0.0,0.0,0.0,0.0,0.0,0.000763067531477,1.97732013801695e-05,0.000287108814241,6.09442457662033e-07,0.004623413085938,0.004623413085938,0.0,0.231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0013681515292364701,0.0
